gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str
SVOP	SVOP_108918043-108918124_108915782-108915872_108919674-108919786	-0.25425	0.00782623792124927	20		chr12:108918043-108918124	-
TCP11L2	TCP11L2_106304093-106304231_106302832-106302941_106311040-106311232	-0.607076923076923	0.224457376457433	26		chr12:106304093-106304231	+
GOLGA2P5	GOLGA2P5_100157349-100157445_100157164-100157256_100157527-100157739	-0.3964	0.0694681381801918	10		chr12:100157349-100157445	-
BX890604.2	BX890604.2_3826601-3826729_3818656-3818703_3828505-3828979	-0.560857142857143	0.081846255404933	7		chrX:3826601-3826729	-
CEP290	CEP290_88115478-88115570_88115097-88115182_88117032-88117145	-0.2905	0.0660260643721143	18		chr12:88115478-88115570	-
NAV3	NAV3_77941081-77941133_77940266-77940436_77966228-77966301	-0.826828571428572	0.0426728221225074	35		chr12:77941081-77941133	+
SLC35E3	SLC35E3_68747930-68748040_68746124-68746779_68752031-68752190	-0.207	2.91102932917273e-17	11		chr12:68747930-68748040	+
DPY19L2	DPY19L2_63569224-63569349_63558912-63560662_63570757-63570857	-0.535058823529412	0.0687190572078038	17		chr12:63569224-63569349	-
AC025165.3	AC025165.3_57783941-57784170_57783614-57783652_57786162-57786291	-0.598666666666667	0.225835116844126	9		chr12:57783941-57784170	+
AC025165.6	AC025165.6_57617230-57617288_57616783-57616897_57619310-57619413	-0.583	1.17756934401283e-16	9		chr12:57617230-57617288	+
ARHGEF25	ARHGEF25_57614516-57614605_57614330-57614400_57614688-57614781	-0.239205882352941	0.0187903576364834	34		chr12:57614516-57614605	+
ITGA7	ITGA7_55699870-55699989_55698709-55698917_55700261-55700393	-0.291409090909091	0.0419213084707062	22		chr12:55699870-55699989	-
ITGA7	ITGA7_55700262-55700393_55698709-55698917_55700898-55701154	-0.485	0	4		chr12:55700262-55700393	-
BCAT2	BCAT2_48807756-48808236_48806999-48807074_48810983-48811027	-0.4486	0.162635379504789	10		chr19:48807756-48808236	-
EFCAB6	EFCAB6_43735857-43735993_43731698-43731811_43755765-43755832	-0.96434375	0.0841966244726037	32		chr22:43735857-43735993	-
C20orf194	C20orf194_3343676-3343731_3340503-3340639_3348524-3348623	-0.239166666666667	0.00449073119510249	6		chr20:3343676-3343731	-
C20orf194	C20orf194_3382427-3382506_3381378-3381498_3407474-3407625	-0.21324	0.0037	25		chr20:3382427-3382506	-
CSAD	CSAD_53172346-53172436_53170422-53170502_53173344-53173374	-0.332333333333333	0.102787807318443	3		chr12:53172346-53172436	-
BIN2	BIN2_51297089-51297164_51291590-51292344_51299202-51299288	-0.311666666666667	0.00923760430703402	3		chr12:51297089-51297164	-
POU6F1	POU6F1_51195970-51196173_51192329-51192471_51197769-51198023	-0.245428571428571	0.0153225817865346	35		chr12:51195970-51196173	-
AC008014.1	AC008014.1_46455012-46455141_46387746-46387972_46470152-46470603	-0.27225	0.0400031248779392	4		chr12:46455012-46455141	+
OBI1-AS1	OBI1-AS1_78188309-78188436_78054867-78055064_78189607-78189696	-0.401285714285714	0.125022723209348	14		chr13:78188309-78188436	+
DDX11	DDX11_31077945-31078288_31074263-31074327_31078389-31078537	-0.71375	0.175431468100794	16		chr12:31077945-31078288	+
ARNTL2	ARNTL2_27370129-27370230_27368261-27368412_27380246-27380404	-0.400571428571429	0.1138593695923	14		chr12:27370129-27370230	+
ITGA3	ITGA3_50088225-50088366_50086328-50087869_50089109-50090480	-0.291033333333333	0.0372396556646673	30		chr17:50088225-50088366	+
EML5	EML5_88622604-88622718_88621112-88621301_88624969-88625127	-0.34656	0.00219999999999999	25		chr14:88622604-88622718	-
IFFO1	IFFO1_6549476-6549484_6548667-6548825_6549755-6549896	-0.308307692307692	0.0786515359199304	13		chr12:6549476-6549484	-
PARP11	PARP11_3828910-3829030_3826157-3826233_3829889-3830018	-0.617421052631579	0.130941627510422	38		chr12:3828910-3829030	-
ERC1	ERC1_1112215-1112298_1110191-1110347_1115865-1116033	-0.606025641025641	0.115901838498539	39		chr12:1112215-1112298	+
ERC1	ERC1_1112215-1112307_1110191-1110347_1115865-1116033	-0.463540540540541	0.131578365875118	37		chr12:1112215-1112307	+
ERC1	ERC1_1263034-1263165_1236768-1236904_1289851-1290012	-0.292794871794872	0.0269972508222007	39		chr12:1263034-1263165	+
CCDC77	CCDC77_395124-395221_389418-389486_405510-405564	-0.400625	0.0915188310052714	8		chr12:395124-395221	+
CCDC77	CCDC77_409368-409421_405510-405564_411746-411978	-0.59325	0.156788536447313	32		chr12:409368-409421	+
NTM	NTM_132317655-132317690_132314551-132314703_132330152-132330185	-0.410807692307692	0.161138951028178	26		chr11:132317655-132317690	+
NTM	NTM_132330153-132330185_132314551-132314703_132335045-132335451	-0.607105263157895	0.130427527660193	38		chr11:132330153-132330185	+
SNX19	SNX19_130880622-130880806_130879623-130879711_130903254-130903384	-0.249333333333333	0.0135788296765449	27		chr11:130880622-130880806	-
ZNF202	ZNF202_123740393-123740536_123730486-123730985_123741548-123741614	-0.546785714285714	0.211067368066297	28		chr11:123740393-123740536	-
MIR100HG	MIR100HG_122033314-122033462_122028324-122028845_122064179-122064271	-0.586411764705883	0.0416023719629203	17		chr11:122033314-122033462	-
MIR100HG	MIR100HG_122100374-122101029_122089122-122091740_122101446-122101686	-0.646476190476191	0.0779946274095973	21		chr11:122100374-122101029	-
HMBS	HMBS_119088255-119088308_119084865-119085066_119088634-119088707	-0.316483870967742	0.0276403943142905	31		chr11:119088255-119088308	+
CCDC84	CCDC84_119001613-119001825_118999010-118999109_119010763-119010830	-0.2841	0.0423174510889617	10		chr11:119001613-119001825	+
DRD2	DRD2_113414375-113414461_113412555-113412883_113415420-113415611	-0.820611111111111	0.153583523506952	18		chr11:113414375-113414461	-
NCAM1	NCAM1_113236301-113236315_113235032-113235164_113242804-113242846	-0.4595	0.224165914319856	22		chr11:113236301-113236315	+
AP003100.2	AP003100.2_112639682-112639751_112637341-112637435_112661262-112661646	-0.610166666666667	0.165070141198072	12		chr11:112639682-112639751	+
LINC00667	LINC00667_5240648-5240708_5238073-5239049_5241698-5241889	-0.539931034482759	0.189404316407762	29		chr18:5240648-5240708	+
LINC00667	LINC00667_5240648-5240819_5238099-5239049_5241698-5241889	-0.605540540540541	0.239845968464322	37		chr18:5240648-5240819	+
LINC00667	LINC00667_5240648-5240964_5238911-5239049_5241698-5241889	-0.610864864864865	0.237356174247592	37		chr18:5240648-5240964	+
LINC00667	LINC00667_5240648-5241255_5238080-5239049_5241698-5241812	-0.680478260869565	0.165753614951727	23		chr18:5240648-5241255	+
CEP295	CEP295_93702776-93702919_93702459-93702637_93706744-93706897	-0.699837837837838	0.14797813530562	37		chr11:93702776-93702919	+
ADGRE2	ADGRE2_14756238-14756345_14752328-14752526_14764432-14764610	-0.630214285714286	0.0104231884345846	14		chr19:14756238-14756345	-
AAMDC	AAMDC_77831892-77832012_77821141-77821241_77841018-77841255	-0.442333333333333	0.109556682437297	6		chr11:77831892-77832012	+
EMSY	EMSY_76454749-76454790_76453313-76453388_76458182-76458358	-0.408571428571429	0.109134582708036	21		chr11:76454749-76454790	+
ATG16L2	ATG16L2_72826173-72826243_72825301-72825407_72828358-72828508	-0.22696875	0.00410730564694416	32		chr11:72826173-72826243	+
AP000812.5	AP000812.5_72089029-72089165_72088296-72088380_72093495-72093701	-0.404666666666667	0.062095165059846	15		chr11:72089029-72089165	+
PPFIA1	PPFIA1_70349923-70350039_70348188-70348420_70350993-70351023	-0.453125	0.172720511231295	24		chr11:70349923-70350039	+
TPCN2	TPCN2_69072915-69073001_69072626-69072708_69078481-69078601	-0.299705882352941	0.0217875825237259	34		chr11:69072915-69073001	+
FAM86C2P	FAM86C2P_67796684-67796833_67791766-67793293_67803001-67803064	-0.523	0.184735718566512	15		chr11:67796684-67796833	-
CASKIN1	CASKIN1_2183831-2183941_2181790-2181929_2184776-2184868	-0.396241379310345	0.122395044009264	29		chr16:2183831-2183941	-
RPS6KB2	RPS6KB2_67428913-67429022_67428493-67428623_67429119-67429240	-0.499388888888889	0.0481201179511645	18		chr11:67428913-67429022	+
RPS6KB2	RPS6KB2_67433126-67433216_67432951-67433042_67433339-67433447	-0.323333333333333	0.0654477065973329	30		chr11:67433126-67433216	+
MPHOSPH9	MPHOSPH9_123202164-123202319_123198246-123198334_123202623-123203084	-0.658777777777778	0.0137766059606447	27		chr12:123202164-123202319	-
MPHOSPH9	MPHOSPH9_123226288-123226351_123223037-123223127_123230260-123230522	-0.396	0.226316150550508	3		chr12:123226288-123226351	-
SPTBN2	SPTBN2_66721350-66721440_66721083-66721262_66728740-66728959	-0.6315	0.139575756820058	38		chr11:66721350-66721440	-
IKZF4	IKZF4_56019318-56019415_56018125-56018177_56025053-56025158	-0.3285	0.0985352728722055	16		chr12:56019318-56019415	+
RASGRP2	RASGRP2_64740368-64740449_64740012-64740163_64740947-64741079	-0.300888888888889	0.101819011540631	9		chr11:64740368-64740449	-
MACROD1	MACROD1_63998838-63998872_63998557-63998687_63998954-63999000	-0.290470588235294	0.0327370009308508	34		chr11:63998838-63998872	-
TRMU	TRMU_46343262-46343368_46337778-46337944_46346421-46346544	-0.323375	0.0549749448859877	24		chr22:46343262-46343368	+
CARMIL3	CARMIL3_24065622-24065750_24064957-24065273_24066397-24066464	-0.532789473684211	0.118643058956673	19		chr14:24065622-24065750	+
AGBL2	AGBL2_47677271-47677401_47668840-47668907_47679972-47680073	-0.654	0.135364059378509	8		chr11:47677271-47677401	-
AGBL2	AGBL2_47681969-47682095_47679972-47680073_47690075-47690370	-0.921333333333333	0.14056410162864	6		chr11:47681969-47682095	-
MADD	MADD_47326738-47326807_47324470-47324577_47328657-47328704	-0.558974358974359	0.0664405104623627	39		chr11:47326738-47326807	+
ARFGAP2	ARFGAP2_47172281-47172333_47171663-47171800_47175850-47175923	-0.224619047619048	0.0135627290412962	21		chr11:47172281-47172333	-
ATG13	ATG13_46621060-46621157_46618324-46618375_46644278-46644360	-0.343	0.178581074025217	6		chr11:46621060-46621157	+
TSPAN18	TSPAN18_44897752-44897828_44860327-44860469_44906406-44906479	-0.457	0	2		chr11:44897752-44897828	+
AP1G1	AP1G1_71808015-71808150_71789278-71789482_71808504-71808677	-0.555837837837838	0.134756058102021	37		chr16:71808015-71808150	-
IMMP1L	IMMP1L_31456260-31456386_31433459-31433570_31460625-31460714	-0.282545454545454	0.00482418151324421	11		chr11:31456260-31456386	-
IMMP1L	IMMP1L_31473724-31473786_31469739-31469797_31509518-31509594	-0.890285714285714	0.124812738853932	14		chr11:31473724-31473786	-
METTL15	METTL15_28328095-28328165_28296752-28296931_28330395-28333507	-0.22575	0.0202546291005291	4		chr11:28328095-28328165	+
MCAM	MCAM_119310349-119310466_119308528-119309915_119310755-119310903	-0.338131578947368	0.0321198524555121	38		chr11:119310349-119310466	-
ZDHHC13	ZDHHC13_19142978-19143123_19117167-19117276_19146180-19146303	-0.451	0.0385067426663076	27		chr11:19142978-19143123	+
MRVI1	MRVI1_10652025-10652182_10633967-10634071_10693461-10693522	-0.496666666666667	0.0837157890324957	3		chr11:10652025-10652182	-
NRL	NRL_24084520-24084745_24082653-24082875_24114721-24115010	-0.608888888888889	0.164690930424546	27		chr14:24084520-24084745	-
GATD1	GATD1_773428-773629_772426-772521_774007-774113	-0.267692307692308	0.0417293845924133	26		chr11:773428-773629	-
RNH1	RNH1_504824-504996_502061-502249_506608-506800	-0.216	0.0217025344142107	3		chr11:504824-504996	-
LRRC27	LRRC27_132342213-132342271_132337564-132337695_132344497-132344650	-0.639851851851852	0.0551603980738855	27		chr10:132342213-132342271	+
FAM24B	FAM24B_122855645-122855786_122850423-122850550_122879484-122879581	-0.661	2.25107433815475e-16	37		chr10:122855645-122855786	-
PLEKHA1	PLEKHA1_122428276-122428316_122426941-122427031_122429623-122432345	-0.303909090909091	0.0280104485375141	33		chr10:122428276-122428316	+
PLEKHA1	PLEKHA1_122428276-122428420_122426941-122427031_122429623-122432354	-0.568321428571429	0.0752728634253671	28		chr10:122428276-122428420	+
GPAM	GPAM_112173699-112173845_112172969-112173066_112175599-112175713	-0.398	1.6876890209001e-16	38		chr10:112173699-112173845	-
ADD3	ADD3_110079240-110079297_110077004-110077118_110100624-110100704	-0.725923076923077	0.0179697038487076	13		chr10:110079240-110079297	+
A1BG-AS1	A1BG-AS1_58353321-58353474_58347750-58347844_58353713-58353857	-0.551352941176471	0.130853898096537	17		chr19:58353321-58353474	+
A1BG-AS1	A1BG-AS1_58353379-58353474_58347752-58347844_58353713-58353857	-0.469642857142857	0.0862657853049847	14		chr19:58353379-58353474	+
MFSD13A	MFSD13A_102465982-102466087_102461394-102461450_102468954-102469197	-0.3562	0.0216725633001729	5		chr10:102465982-102466087	+
POLL	POLL_101584602-101584720_101583507-101583681_101584877-101584919	-0.517	0.107481781401935	19		chr10:101584602-101584720	-
POLL	POLL_101584602-101584919_101583507-101583681_101587245-101587406	-0.522038461538461	0.0998172252746912	26		chr10:101584602-101584919	-
POLL	POLL_101585316-101585478_101584601-101584919_101587245-101587382	-0.451625	0.0339619009227357	8		chr10:101585316-101585478	-
POLL	POLL_101585862-101586156_101583507-101583681_101587245-101587382	-0.593242424242424	0.156128959177788	33		chr10:101585862-101586156	-
SEC31B	SEC31B_100498705-100498804_100498028-100498207_100499159-100499258	-0.471533333333333	0.0810289777678038	15		chr10:100498705-100498804	-
COX15	COX15_99718346-99718500_99716347-99716461_99720986-99721068	-0.3545	0.0211567508873198	38		chr10:99718346-99718500	-
C12orf73	C12orf73_103954875-103954968_103953413-103953534_103956630-103956748	-0.447347826086957	0.179651078152687	23		chr12:103954875-103954968	-
GCFC2	GCFC2_75691977-75692100_75690487-75690719_75694240-75694427	-0.395454545454545	0.0284055052282604	11		chr2:75691977-75692100	-
MYO5C	MYO5C_52213188-52213286_52211729-52211884_52214602-52214690	-0.660566666666666	0.0711926397461352	30		chr15:52213188-52213286	-
FAM234A	FAM234A_253833-253929_249548-249654_254328-254619	-0.3927	0.118263406569122	10		chr16:253833-253929	+
AC006453.3	AC006453.3_89580558-89580635_89554089-89554600_89581005-89581140	-0.2776	0.0407774447458396	5		chr2:89580558-89580635	-
IMPDH1	IMPDH1_128409289-128409352_128405766-128405865_128409755-128409982	-0.3575	0.104926164515816	6		chr7:128409289-128409352	-
MTMR7	MTMR7_17331150-17331282_17313291-17313401_17341362-17341497	-0.3758	0.0181952374721153	10		chr8:17331150-17331282	-
COBLL1	COBLL1_164703104-164703220_164700521-164700756_164704443-164704518	-0.350166666666667	0.138531478690712	18		chr2:164703104-164703220	-
C1QTNF6	C1QTNF6_37195381-37195512_37190864-37190928_37197602-37197841	-0.8346	0.163071763343627	15		chr22:37195381-37195512	-
MAPK10	MAPK10_86277050-86277223_86194308-86194407_86453029-86453185	-0.7947	0.146647006258036	10		chr4:86277050-86277223	-
WDFY3	WDFY3_84726861-84726911_84724425-84724594_84733381-84733609	-0.29492	0.0308786873641567	25		chr4:84726861-84726911	-
G3BP2	G3BP2_75694798-75694929_75661930-75662049_75724055-75724176	-0.375222222222222	0.124650691421247	27		chr4:75694798-75694929	-
SEPTIN7	SEPTIN7_35831492-35832034_35801218-35801270_35832797-35832845	-0.422222222222222	0.147059322874969	9		chr7:35831492-35832034	+
C6orf52	C6orf52_10686966-10687056_10683186-10683232_10694493-10694609	-0.854826086956522	0.120347093545715	23		chr6:10686966-10687056	-
CPEB4	CPEB4_173932450-173932500_173910522-173910604_173944966-173945092	-0.296826086956522	0.0201554237543984	23		chr5:173932450-173932500	+
MXRA7	MXRA7_76683847-76683927_76679568-76680879_76685071-76685165	-0.300785714285714	0.0485175471448463	28		chr17:76683847-76683927	-
WDR19	WDR19_39194544-39194659_39189655-39189781_39199477-39199593	-0.425464285714286	0.0571693275330575	28		chr4:39194544-39194659	+
ACTN2	ACTN2_236734433-236734518_236731232-236731314_236737121-236737180	-0.4688	0.137483089869264	15		chr1:236734433-236734518	+
SH3PXD2A	SH3PXD2A_103622470-103622553_103617196-103617314_103627088-103627202	-0.44258064516129	0.0723121816356223	31		chr10:103622470-103622553	-
RAPH1	RAPH1_203470239-203470313_203461847-203461925_203477075-203477156	-0.474076923076923	0.103352520964627	13		chr2:203470239-203470313	-
PLAC8	PLAC8_83107804-83107950_83104895-83105020_83114665-83114715	-0.311095238095238	0.0279873270640566	21		chr4:83107804-83107950	-
GYS1	GYS1_48982720-48982837_48982254-48982375_48985460-48985474	-0.301052631578947	0.0203575437487487	38		chr19:48982720-48982837	-
TARS2	TARS2_150496482-150496628_150492184-150492489_150497529-150497587	-0.48404	0.102546526025995	25		chr1:150496482-150496628	+
ABLIM2	ABLIM2_8027759-8027857_8020201-8020303_8029655-8029776	-0.381	0.116459030917971	18		chr4:8027759-8027857	-
HGFAC	HGFAC_3443050-3443146_3442731-3442912_3443340-3443420	-0.5227	0.00581377674149946	20		chr4:3443050-3443146	+
PQBP1	PQBP1_48897481-48898093_48890196-48890697_48898491-48898576	-0.458612903225806	0.0346801359276026	31		chrX:48897481-48898093	+
NSD2	NSD2_1893730-1893909_1892165-1892263_1900625-1900766	-0.581342857142857	0.135118889448198	35		chr4:1893730-1893909	+
PCGF3	PCGF3_732400-732498_730969-731110_733671-733789	-0.32775	0.0462484233965512	4		chr4:732400-732498	+
PCGF3	PCGF3_732444-732498_730969-731110_733671-733789	-0.251666666666667	0.042193996413392	3		chr4:732444-732498	+
DLG1	DLG1_197076586-197076682_197075836-197075870_197081050-197081117	-0.260857142857143	0.0608698846486738	7		chr3:197076586-197076682	-
DLG1	DLG1_197076586-197076685_197075836-197075870_197081050-197081117	-0.315857142857143	0.0462449284418671	14		chr3:197076586-197076685	-
ZNF506	ZNF506_19793834-19795660_19791561-19792484_19806030-19806126	-0.420962962962963	0.147129582206006	27		chr19:19793834-19795660	-
ASCC2	ASCC2_29833541-29833614_29832244-29832342_29834441-29834550	-0.595	0.19027243625917	6		chr22:29833541-29833614	-
SDHAP2	SDHAP2_195663624-195663767_195662570-195662733_195664085-195664250	-0.54325	0.152049060065055	4		chr3:195663624-195663767	+
TMEM44	TMEM44_194593041-194593073_194587677-194588639_194604286-194604445	-0.358833333333333	0.0631645997902834	6		chr3:194593041-194593073	-
OBSCN	OBSCN_228268530-228268805_228264115-228264391_228271924-228272221	-0.649434782608696	0.181426625811538	23		chr1:228268530-228268805	+
OBSCN	OBSCN_228291898-228292161_228288624-228288888_228293352-228293616	-0.333	5.74595004362039e-17	15		chr1:228291898-228292161	+
OBSCN	OBSCN_228368339-228368416_228367885-228367946_228368721-228368894	-0.379	0	5		chr1:228368339-228368416	+
TBL1XR1	TBL1XR1_177079827-177079945_177053772-177053918_177098465-177098541	-0.51015625	0.225412326046893	32		chr3:177079827-177079945	-
TBL1XR1	TBL1XR1_177160871-177160988_177131377-177131449_177197120-177197225	-0.48975	0.154329733579329	16		chr3:177160871-177160988	-
SFXN2	SFXN2_102735862-102735909_102733553-102733603_102737662-102739189	-1	0	20		chr10:102735862-102735909	+
NIM1K	NIM1K_43240260-43240390_43192851-43193656_43245081-43245330	-0.451666666666667	0.0251064400768674	3		chr5:43240260-43240390	+
