Splice ID	Case	Sample	Histology	CNS	Type
LINC01094:78662918-78662972_78649600-78649709_78680760-78681704	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LINC01094:78662918-78663011_78649600-78649709_78680760-78681664	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
THAP9-AS1:82897989-82898062_82893008-82894847_82900076-82900223	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CLASP1:121445449-121445496_121430072-121430177_121447336-121447507	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CADM2:85979164-85979283_85961468-85961647_86065604-86065730	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GRIA2:157361010-157361124_157359895-157360143_157361537-157361652	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
BIN1:127051154-127051243_127050801-127050912_127057472-127057601	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
BIN1:127057473-127057601_127051153-127051243_127059010-127059155	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PCBP2:53467805-53467843_53467220-53467293_53468776-53468832	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PCBP2:53467805-53467843_53467220-53467293_53468779-53468832	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
VPS13D:12338231-12338305_12335704-12335827_12341782-12341885	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
METTL6:15415498-15415583_15414020-15414162_15415771-15415860	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NTRK2:84669680-84669888_84669289-84669423_84670376-84670531	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CERS4:8241341-8241457_8210705-8210862_8254498-8254616	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ENSG00000227544:35717007-35717128_35716294-35716868_35719069-35719721	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ENSG00000227544:35717028-35717128_35716326-35716868_35719069-35719721	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ENSG00000227544:35717031-35717128_35716117-35716868_35719069-35719695	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TNK2:195885413-195885543_195884829-195885033_195886976-195887047	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SUPT4H1:58347529-58347584_58347187-58347241_58351401-58351508	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PBRM1:52554724-52554879_52550746-52550817_52561766-52561968	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GPM6A:175812191-175812249_175701574-175701767_176002308-176002332	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PPP2R2B:147035169-147035240_146701044-146701142_147055664-147056027	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
E2F6:11455342-11455474_11453581-11453798_11457178-11457233	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CAST:96729153-96729209_96727488-96727530_96729611-96729691	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
DDR1:30884538-30884710_30880848-30881125_30888687-30888814	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SCMH1:41033983-41034048_41028583-41028726_41037361-41037452	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
YWHAZ:100951929-100952125_100948595-100948900_100952849-100952983	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
YWHAZ:100951929-100952308_100948613-100948900_100952849-100952883	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
BAALC:103200658-103200762_103140758-103141057_103212918-103213085	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SEPTIN9:77451367-77451528_77450575-77450786_77482143-77482335	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
EEF1D:143590608-143590735_143589694-143590081_143592646-143592893	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
EEF1D:143590608-143590738_143588990-143590081_143592646-143592797	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PLEC:143922504-143925884_143915152-143922395_143926783-143926882	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CIT:119711049-119711093_119710539-119710620_119712177-119712347	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RAB30:83034172-83034272_82997223-82997324_83071690-83071866	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NNAT:37522358-37522384_37521240-37521403_37522666-37523474	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NNAT:37522358-37522433_37521260-37521403_37522666-37523342	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NNAT:37522358-37522438_37521249-37521403_37522666-37523690	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CDK20:87970568-87970630_87969795-87969919_87970775-87970897	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ST6GALNAC6:127897826-127898010_127896241-127896332_127899502-127899535	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NCK2:105881328-105882049_105855047-105855289_105892981-105894272	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
MVD:88657146-88657247_88656104-88656304_88657435-88657582	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
BLOC1S6:45592135-45592276_45587354-45587525_45605427-45605514	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SRC:37347118-37347236_37346108-37346255_37365203-37365277	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RPS24:78037439-78037441_78037193-78037304_78040203-78040225	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SEC31A:82861631-82861708_82857688-82857764_82862533-82862572	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TSPAN14:80468547-80468687_80454309-80454371_80489216-80489314	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SIGLEC10:51414824-51415108_51414421-51414515_51415180-51415438	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
MAP3K7:90544552-90544632_90536336-90536401_90547257-90547387	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NCAM1:113221296-113221325_113214368-113214511_113231644-113231795	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NCAM1:113236301-113236315_113235032-113235164_113255876-113256001	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PPP4R1:9562922-9563046_9561979-9562075_9563377-9563550	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FOLH1:49148639-49148731_49145091-49146945_49153845-49153927	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NRXN2:64626463-64626552_64622752-64623078_64630401-64630573	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ALG8:78102874-78102948_78100931-78101195_78103979-78104052	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SYTL2:85711113-85711232_85709330-85709500_85714412-85714507	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MTMR2:95882374-95882496_95862271-95865676_95888155-95888261	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CADM1:115190888-115190941_115178643-115178775_115198405-115198438	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LRRC23:6905845-6905954_6905584-6905759_6906408-6906455	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RIMKLB:8780035-8780112_8777589-8777802_8780574-8780739	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ST7:117098613-117098815_117020217-117020629_117099761-117099844	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CALCOCO1:53712775-53712846_53711118-53712121_53713099-53713206	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PUF60:143820666-143820716_143818372-143818534_143821596-143821686	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CPSF6:69258035-69258145_69257731-69257905_69258589-69259094	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GIPC1:14482689-14483006_14480592-14480778_14491655-14491743	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RIC8B:106870823-106870942_106860267-106860412_106885903-106889316	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
MSI1:120351344-120351400_120347445-120347514_120353298-120353379	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
NCOR2:124374413-124374463_124372021-124372610_124378236-124378384	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SMARCA4:11039458-11039553_11034913-11035132_11041306-11041560	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TPT1-AS1:45390714-45390902_45387584-45389820_45391031-45391676	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
UPF3A:114286302-114286400_114282836-114282943_114286518-114286629	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ELK1:47649921-47650026_47641231-47641475_47650422-47650563	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
INF2:104715284-104715340_104714202-104714856_104718794-104719603	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ANKRD11:89291681-89291777_89291012-89291183_89305205-89305344	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PCNP:101579589-101580004_101574185-101574279_101585436-101585511	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PCNP:101579790-101580004_101574179-101574279_101585436-101585511	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
NIPA2:22839655-22839790_22838644-22838921_22851638-22851661	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NIPA2:22845146-22845267_22838658-22838921_22851638-22851665	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SLC25A23:6452312-6452479_6444150-6444301_6453980-6454009	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
MYO5A:52337810-52337884_52336462-52336556_52340195-52340394	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TPM1:63061198-63061273_63060868-63060939_63061712-63061788	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
KIF1B:10326111-10326359_10324757-10324895_10334519-10334638	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
LUC7L:208601-208664_208077-208188_220648-220747	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZDHHC16:97453799-97453846_97453529-97453663_97454713-97454799	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
BRD7:50326284-50326391_50325747-50325883_50328668-50328744	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ZMYM2:19970025-19970071_19959957-19960026_19993062-19993919	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MYO18A:29085604-29085648_29082315-29082438_29086437-29086577	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SRSF2:76735772-76735875_76734146-76735158_76736153-76736464	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ALDOA:30065876-30065927_30064423-30064505_30067233-30067366	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
FAM104A:73212678-73212740_73207364-73209768_73227164-73227264	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
P3H4:41803287-41803431_41801946-41802979_41806795-41806848	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
NT5C3B:41835588-41835682_41835202-41835272_41835858-41835957	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NIPA1:22814083-22814153_22812162-22812253_22820312-22820473	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NSF:46755499-46755597_46755313-46755369_46755801-46755837	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ENSG00000262879:47072472-47072559_47051315-47056753_47099834-47099941	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TANC2:63151270-63151380_63099174-63099357_63193990-63194082	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LINC00511:72431128-72431224_72427333-72428298_72592202-72592368	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF271P:35291074-35291232_35290313-35290391_35305975-35307896	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
JMJD6:76721263-76721356_76720359-76720498_76721797-76721933	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LGALS3BP:78972970-78973222_78971254-78972704_78974687-78974772	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
LGALS3BP:78979446-78979586_78977139-78977214_78979823-78979923	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TNFSF12:7553587-7553825_7550942-7550978_7556777-7556902	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MPPE1:11897526-11897620_11896982-11897356_11906202-11906309	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PET100:7631232-7631321_7630822-7630846_7631472-7631624	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
EVI5L:7857092-7857124_7856014-7856068_7858190-7858331	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
DNM2:10808569-10808580_10805915-10805967_10812263-10812377	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SIN3B:16862884-16862979_16862351-16862559_16863679-16863796	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GATAD2A:19436131-19436219_19405837-19406019_19465339-19465577	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LRRC75B:24588679-24589265_24588213-24588329_24589820-24589949	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TGFBR2:30623199-30623273_30606600-30606977_30644746-30644915	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
VTI1B:67663029-67663190_67662476-67662535_67674374-67674610	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SLC25A14:130349824-130349867_130349250-130349345_130350645-130350731	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SH3KBP1:19683823-19684028_19645399-19645475_19695611-19695741	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TFIP11:26511119-26511317_26510616-26510702_26512098-26512175	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ADNP:50903889-50904001_50902016-50902109_50930825-50931421	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SLC9A8:49850762-49850844_49849578-49849680_49855437-49855581	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
STAU1:49174195-49174269_49153932-49154071_49188115-49188334	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PEG3:56833290-56833420_56824261-56824427_56836017-56836104	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TEAD2:49355959-49355970_49355302-49355419_49357251-49357314	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF780B:40055416-40055576_40050323-40050377_40056100-40056175	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ZNF573:37772938-37772982_37771563-37771696_37773660-37773751	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF585B:37198939-37199054_37190023-37190150_37207039-37207254	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
EXTL3:28743086-28743214_28737518-28737663_28750656-28750724	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
KMT2C:152195522-152195569_152194439-152194568_152195906-152196011	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TAB3:30845933-30846071_30842987-30843049_30846550-30846644	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
DNM1:128240987-128241047_128240511-128240532_128242231-128242345	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
REV3L:111472013-111472140_111416282-111416472_111482749-111482919	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SCAF8:154741956-154742018_154733846-154733930_154773988-154774072	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GNPDA2:44722084-44722242_44718308-44718410_44726473-44726545	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ARPC1B:99377358-99377439_99374729-99374781_99385701-99385778	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TSNAXIP1:67821099-67821225_67814301-67814401_67824582-67824779	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RPS10-NUDT3:34293451-34293535_34284886-34288931_34295640-34295685	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
JADE2:134576768-134576896_134573644-134573762_134578496-134579034	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
JADE2:134576768-134577038_134573644-134573762_134578496-134579475	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SAP30L:154452456-154452499_154451090-154451213_154453401-154453485	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
AFF4:132937649-132937740_132937066-132937193_132963258-132963634	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ARRDC3:91376621-91376768_91375510-91375613_91378693-91378775	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
WDR27:169663563-169663878_169662303-169662424_169664165-169664286	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
IFFO2:18918362-18918502_18916902-18917042_18919677-18919773	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
DCAF6:168015781-168015951_168004532-168004793_168038370-168038488	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SH3D19:151165589-151165696_151159239-151159352_151174669-151175674	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
BCAT1:24881301-24881411_24878529-24878649_24894274-24894475	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SMAP1:70791689-70791769_70772928-70773425_70798656-70798737	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TTC13:230936158-230936264_230933778-230933861_230939385-230939496	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PTPRK:128409294-128409332_128397565-128397688_128520258-128520599	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PTPRK:128491732-128491849_128397565-128397688_128520258-128520565	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TNFSF13:7559846-7559893_7559623-7559702_7560048-7560167	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SPATA6L:4626426-4626555_4625216-4625566_4629090-4629168	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
GABPB2:151088470-151088517_151088157-151088297_151090405-151090573	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CABIN1:24050825-24050974_24049090-24049220_24054872-24055159	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TBL2:73576541-73576701_73574382-73574513_73578419-73578619	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PGAP1:196877573-196877636_196875745-196875821_196880075-196880153	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TMEM232:110726627-110726798_110667227-110667364_110734902-110735015	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TCERG1:146462018-146462096_146459214-146459337_146463550-146463793	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZBTB20:114380777-114380940_114380216-114380404_114389004-114389105	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ASH1L:155562153-155562295_155521099-155521618_155562778-155562807	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PPARGC1A:23820435-23820638_23814332-23814605_23824279-23824353	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF611:52711207-52711304_52707420-52707542_52714014-52714141	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PACRGL:20702141-20702221_20700457-20700787_20704465-20704524	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF585B:37199400-37199497_37198938-37199054_37207039-37207254	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
UBXN2B:58413299-58413371_58411358-58411469_58416849-58416953	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
EIF4G3:20847806-20847943_20840855-20841028_20849414-20849530	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CBWD2:113439020-113439117_113437790-113438022_113441350-113441437	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GLB1:33077094-33077237_33072543-33072713_33096718-33096792	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
FMR1:147924919-147925055_147921932-147921985_147925539-147925633	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NAA15:139356489-139356583_139354025-139354098_139357385-139357555	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZBTB8OS:32627508-32627544_32620819-32621948_32650432-32650525	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SNAPC3:15447095-15447244_15444601-15444706_15451319-15451402	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TNRC6A:24778344-24778468_24777247-24777358_24789231-24791817	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SETD5:9434590-9434630_9434333-9434485_9434823-9434882	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SMAD4:51077307-51077419_51076637-51076776_51078255-51079470	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
BLOC1S5:8027207-8027399_8026366-8026425_8041138-8041268	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
AGO3:35982621-35982712_35973374-35973511_36004340-36004475	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
OSTM1:108049532-108049583_108049252-108049418_108051030-108051066	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FOXP1:70972011-70972180_70970735-70970805_70972554-70972676	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
WASHC2A:50127160-50127222_50126056-50126179_50127582-50127795	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CTDSPL:37957111-37957143_37947056-37947211_37964570-37964672	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NBAS:15488894-15489022_15478225-15478289_15504144-15504213	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
AP3S2:89878265-89878300_89877305-89877424_89888520-89888632	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
OSBPL3:24849069-24849176_24842278-24842413_24852503-24852634	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
WASHC2C:45777273-45777425_45773255-45773358_45778952-45779135	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
THAP5:108565830-108566022_108562131-108565105_108569489-108569706	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RPS6KC1:213176400-213176492_213167857-213167973_213230496-213230544	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
FSD1L:105513599-105513631_105512806-105512936_105534492-105534593	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
POLR1D:27650042-27650241_27648378-27648453_27665685-27667410	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
POLR1D:27650042-27651352_27648378-27648453_27665685-27667353	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MANF:51386909-51387046_51386207-51386335_51387736-51387878	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MAGI1:65448022-65448057_65442791-65442849_65453257-65453340	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
NOVA1:26568420-26568465_26479976-26480143_26595409-26595499	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CCDC191:114031626-114031779_114018677-114018868_114034924-114035148	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
BCL6:187726731-187726898_187725498-187725629_187728359-187728544	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
LPP:188225405-188225527_188153874-188154021_188406111-188406260	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
OPA1:193603500-193603557_193593217-193593409_193614722-193615041	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PIP4P2:91024289-91024366_91021255-91021404_91040643-91040872	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RAD54B:94432611-94432656_94411120-94411315_94458267-94458436	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PTPN2:12793482-12793574_12785480-12785844_12794383-12794485	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
METTL25:82438718-82438791_82434694-82434724_82456726-82456820	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ATE1:121899866-121899994_121898840-121898969_121902390-121902504	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CCDC171:15594041-15594172_15591365-15591556_15623266-15623413	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PTAR1:69723326-69723630_69709521-69718684_69732138-69732352	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ZNF484:92862140-92862165_92856191-92856318_92875014-92875059	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF484:92875015-92875059_92856191-92856318_92877889-92878038	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ENSG00000282246:13613741-13613881_13611614-13611683_13614014-13614086	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
HACL1:15585248-15585342_15582876-15582989_15589539-15589612	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
C4orf47:185436284-185436359_185436045-185436183_185440539-185440719	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TEX26:30956873-30957029_30952659-30952825_30966221-30966398	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
FGFR2:121565438-121565704_121564323-121564579_121593708-121593764	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
FGFR2:121565637-121565704_121564324-121564579_121593708-121593967	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ARNTL:13355233-13355296_13354300-13354448_13356738-13356777	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CPLANE1:37157313-37157420_37153739-37153993_37157669-37157814	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NRXN2:64622753-64623078_64620293-64620372_64630401-64630573	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PATJ:62153358-62153481_62148283-62148390_62160907-62161389	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LGI1:93793894-93794161_93793185-93793350_93796967-93798108	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TP53BP1:43446766-43446914_43446386-43446590_43447365-43447485	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PARP11:3863836-3863957_3829889-3830018_3873211-3873355	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MAPK9:180247663-180247728_180246544-180247510_180248972-180249138	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
UNC80:209954385-209954431_209954099-209954270_209957643-209957736	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
OSBPL8:76459859-76459895_76450850-76450988_76487509-76487618	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF827:145870245-145870478_145849321-145849561_145885677-145885769	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CFLAR:201129729-201130146_201116163-201116481_201133028-201133102	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ACACB:109260065-109260149_109258972-109259108_109260479-109260657	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CACNA1C:2547450-2547524_2512811-2512984_2549942-2550033	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PPIP5K2:103187314-103187376_103186319-103186439_103190841-103190982	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
DROSHA:31467142-31467166_31466181-31466281_31467938-31468006	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
DROSHA:31521123-31521215_31514987-31515219_31526078-31526912	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NID2:52027201-52027344_52020058-52020178_52028721-52028850	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
DDHD1:53103031-53103051_53093315-53093444_53103682-53103856	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RBM25:73064972-73065093_73058532-73058705_73071626-73071747	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GPATCH8:44438671-44438715_44436477-44436545_44464471-44464544	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SLC25A23:6455952-6456092_6454558-6454717_6456419-6456531	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ATP2B2:10385268-10385327_10379242-10379284_10388276-10388402	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF75A:3313049-3313175_3312676-3312768_3316911-3316924	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LRMDA:76346430-76346553_76324400-76324485_76557208-76557306	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
