Parent=ENST00000000233.10	gene_name=ARF5
Parent=ENST00000216568.11	gene_name=SLC8A3
Parent=ENST00000216602.10	gene_name=ZFYVE21
Parent=ENST00000216629.11	gene_name=BDKRB1
Parent=ENST00000216639.8	gene_name=VRK1
Parent=ENST00000216714.8	gene_name=APEX1
Parent=ENST00000216727.9	gene_name=PABPN1
Parent=ENST00000216733.8	gene_name=EFS
Parent=ENST00000216756.11	gene_name=CINP
Parent=ENST00000216774.11	gene_name=SRP54
Parent=ENST00000216780.9	gene_name=PCK2
Parent=ENST00000216797.10	gene_name=NFKBIA
Parent=ENST00000216799.9	gene_name=EMC9
Parent=ENST00000216802.10	gene_name=PSME2
Parent=ENST00000216807.12	gene_name=BRMS1L
Parent=ENST00000216832.9	gene_name=PNN
Parent=ENST00000216840.11	gene_name=RABGGTA
Parent=ENST00000216862.8	gene_name=CYP24A1
Parent=ENST00000216877.10	gene_name=PTPRA
Parent=ENST00000216879.9	gene_name=NSFL1C
Parent=ENST00000216923.5	gene_name=ZFP64
Parent=ENST00000216927.4	gene_name=SIRPG
Parent=ENST00000216962.9	gene_name=PYGB
Parent=ENST00000216968.5	gene_name=PROCR
Parent=ENST00000217026.5	gene_name=MYBL2
Parent=ENST00000217043.4	gene_name=R3HDML
Parent=ENST00000217073.7	gene_name=PABPC1L
Parent=ENST00000217086.9	gene_name=SALL4
Parent=ENST00000217109.9	gene_name=CSTF1
Parent=ENST00000217121.9	gene_name=TPD52L2
Parent=ENST00000217131.6	gene_name=CTSZ
Parent=ENST00000217133.2	gene_name=TUBB1
Parent=ENST00000217159.6	gene_name=SLCO4A1
Parent=ENST00000217162.5	gene_name=TCFL5
Parent=ENST00000217169.8	gene_name=BIRC7
Parent=ENST00000217173.7	gene_name=UBOX5
Parent=ENST00000217182.6	gene_name=EEF1A2
Parent=ENST00000217185.3	gene_name=PTK6
Parent=ENST00000217188.2	gene_name=SRMS
Parent=ENST00000217195.12	gene_name=C20orf27
Parent=ENST00000217233.9	gene_name=TRIB3
Parent=ENST00000217244.9	gene_name=CSNK2A1
Parent=ENST00000217246.8	gene_name=MACROD2
Parent=ENST00000217254.11	gene_name=SLC52A3
Parent=ENST00000217260.9	gene_name=RSPO4
Parent=ENST00000217270.4	gene_name=PROKR2
Parent=ENST00000217289.9	gene_name=FERMT1
Parent=ENST00000217305.3	gene_name=PDYN
Parent=ENST00000217315.9	gene_name=TM9SF4
Parent=ENST00000217320.8	gene_name=TLDC2
Parent=ENST00000217381.3	gene_name=SNTA1
Parent=ENST00000217386.2	gene_name=OXT
Parent=ENST00000217398.3	gene_name=PXMP4
Parent=ENST00000217402.3	gene_name=CHMP4B
Parent=ENST00000217407.3	gene_name=LBP
Parent=ENST00000217420.2	gene_name=SLC32A1
Parent=ENST00000217423.4	gene_name=CST4
Parent=ENST00000217425.9	gene_name=WFDC2
Parent=ENST00000217426.7	gene_name=AHCY
Parent=ENST00000217428.7	gene_name=SPINT3
Parent=ENST00000217446.8	gene_name=PIGU
Parent=ENST00000217455.9	gene_name=ACOT8
Parent=ENST00000217456.3	gene_name=APMAP
Parent=ENST00000217515.11	gene_name=TXNL1
Parent=ENST00000217652.8	gene_name=MYL12A
Parent=ENST00000217740.4	gene_name=RNF125
Parent=ENST00000217885.5	gene_name=NOX1
Parent=ENST00000217893.10	gene_name=TAF9
Parent=ENST00000217901.10	gene_name=IDH3G
Parent=ENST00000217909.8	gene_name=SLC25A43
Parent=ENST00000217926.7	gene_name=H2BW1
Parent=ENST00000217939.7	gene_name=MXRA5
Parent=ENST00000217957.10	gene_name=VSIG1
Parent=ENST00000217958.8	gene_name=PSMD10
Parent=ENST00000217961.5	gene_name=STS
Parent=ENST00000217971.8	gene_name=PGRMC1
Parent=ENST00000217999.3	gene_name=RHOXF1
Parent=ENST00000218004.5	gene_name=NXT2
Parent=ENST00000218006.3	gene_name=GUCY2F
Parent=ENST00000218008.8	gene_name=ATP1B4
Parent=ENST00000218032.7	gene_name=TLR8
Parent=ENST00000218056.9	gene_name=WDR13
Parent=ENST00000218068.7	gene_name=PAGE4
Parent=ENST00000218075.9	gene_name=GLRA2
Parent=ENST00000218089.13	gene_name=STAG2
Parent=ENST00000218099.7	gene_name=F9
Parent=ENST00000218104.6	gene_name=ABCD1
Parent=ENST00000218147.11	gene_name=BCORL1
Parent=ENST00000218176.4	gene_name=KCND1
Parent=ENST00000218197.9	gene_name=SLC25A14
Parent=ENST00000218200.12	gene_name=FMR1
Parent=ENST00000218224.9	gene_name=PQBP1
Parent=ENST00000218230.6	gene_name=PCSK1N
Parent=ENST00000218249.7	gene_name=RAB40AL
Parent=ENST00000218316.4	gene_name=GPR50
Parent=ENST00000218340.4	gene_name=RP2
Parent=ENST00000218348.7	gene_name=USP11
Parent=ENST00000218364.5	gene_name=HTATSF1
Parent=ENST00000218388.9	gene_name=TIMP1
Parent=ENST00000218432.10	gene_name=PIN4
Parent=ENST00000218436.7	gene_name=ITIH6
Parent=ENST00000218439.8	gene_name=MAGED2
Parent=ENST00000218516.4	gene_name=GLA
Parent=ENST00000218548.10	gene_name=ATP12A
Parent=ENST00000218652.12	gene_name=NDFIP2
Parent=ENST00000218721.1	gene_name=MLNR
Parent=ENST00000218758.9	gene_name=ACP5
Parent=ENST00000218789.9	gene_name=ARHGEF7
Parent=ENST00000218867.4	gene_name=SGCG
Parent=ENST00000218981.5	gene_name=DHRS12
Parent=ENST00000219022.3	gene_name=OLFM4
Parent=ENST00000219054.10	gene_name=ACSM2A
Parent=ENST00000219066.5	gene_name=NTHL1
Parent=ENST00000219069.6	gene_name=ZNF263
Parent=ENST00000219070.9	gene_name=MMP2
Parent=ENST00000219091.9	gene_name=ZNF205
Parent=ENST00000219097.7	gene_name=ORC6
Parent=ENST00000219139.8	gene_name=PHAF1
Parent=ENST00000219150.10	gene_name=CORO1A
Parent=ENST00000219162.4	gene_name=MT4
Parent=ENST00000219168.8	gene_name=LYRM1
Parent=ENST00000219169.9	gene_name=NUTF2
Parent=ENST00000219197.11	gene_name=CBLN1
Parent=ENST00000219204.8	gene_name=ARL2BP
Parent=ENST00000219207.10	gene_name=PLLP
Parent=ENST00000219235.5	gene_name=CCL22
Parent=ENST00000219240.9	gene_name=DHODH
Parent=ENST00000219244.9	gene_name=CCL17
Parent=ENST00000219251.13	gene_name=ACD
Parent=ENST00000219252.10	gene_name=POLR2C
Parent=ENST00000219255.3	gene_name=PARD6A
Parent=ENST00000219271.4	gene_name=MMP15
Parent=ENST00000219281.8	gene_name=USB1
Parent=ENST00000219299.8	gene_name=CCDC113
Parent=ENST00000219301.8	gene_name=PRSS54
Parent=ENST00000219302.8	gene_name=NME3
Parent=ENST00000219313.9	gene_name=PSMD7
Parent=ENST00000219315.9	gene_name=SETD6
Parent=ENST00000219320.9	gene_name=SLC38A7
Parent=ENST00000219322.7	gene_name=HAS3
Parent=ENST00000219334.10	gene_name=SMPD3
Parent=ENST00000219343.11	gene_name=SLC7A6
Parent=ENST00000219345.10	gene_name=PLA2G15
Parent=ENST00000219368.8	gene_name=FA2H
Parent=ENST00000219400.8	gene_name=CMC2
Parent=ENST00000219406.11	gene_name=PDIA2
Parent=ENST00000219409.8	gene_name=ARHGDIG
Parent=ENST00000219431.4	gene_name=MPG
Parent=ENST00000219439.9	gene_name=HSDL1
Parent=ENST00000219454.10	gene_name=WFDC1
Parent=ENST00000219473.12	gene_name=USP10
Parent=ENST00000219476.9	gene_name=TSC2
Parent=ENST00000219478.11	gene_name=ZNF500
Parent=ENST00000219479.7	gene_name=NME4
Parent=ENST00000219481.10	gene_name=DECR2
Parent=ENST00000219535.7	gene_name=ANTKMT
Parent=ENST00000219548.9	gene_name=STUB1
Parent=ENST00000219551.2	gene_name=RHBDL1
Parent=ENST00000219596.6	gene_name=MEFV
Parent=ENST00000219599.8	gene_name=CRYM
Parent=ENST00000219611.7	gene_name=CAPN15
Parent=ENST00000219660.6	gene_name=AQP8
Parent=ENST00000219689.12	gene_name=USP31
Parent=ENST00000219700.10	gene_name=HMOX2
Parent=ENST00000219746.14	gene_name=TOX3
Parent=ENST00000219782.10	gene_name=MAZ
Parent=ENST00000219789.11	gene_name=CDIPT
Parent=ENST00000219794.11	gene_name=BCKDK
Parent=ENST00000219797.9	gene_name=KAT8
Parent=ENST00000219821.9	gene_name=TMC5
Parent=ENST00000219833.13	gene_name=SLC6A2
Parent=ENST00000219837.12	gene_name=KNOP1
Parent=ENST00000219905.13	gene_name=MGA
Parent=ENST00000219919.9	gene_name=AQP9
Parent=ENST00000220003.14	gene_name=CSK
Parent=ENST00000220058.9	gene_name=MTFMT
Parent=ENST00000220062.9	gene_name=RASL12
Parent=ENST00000220166.10	gene_name=CTSH
Parent=ENST00000220244.7	gene_name=CEMIP
Parent=ENST00000220325.9	gene_name=EHD4
Parent=ENST00000220420.10	gene_name=TGM5
Parent=ENST00000220429.12	gene_name=GABPB1
Parent=ENST00000220478.8	gene_name=SCG3
Parent=ENST00000220496.9	gene_name=DNAJC17
Parent=ENST00000220507.5	gene_name=RHOV
Parent=ENST00000220509.10	gene_name=VPS18
Parent=ENST00000220514.8	gene_name=OIP5
Parent=ENST00000220531.9	gene_name=BLOC1S6
Parent=ENST00000220562.9	gene_name=EXTL3
Parent=ENST00000220584.9	gene_name=FDFT1
Parent=ENST00000220592.10	gene_name=AGO2
Parent=ENST00000220597.4	gene_name=PAG1
Parent=ENST00000220616.9	gene_name=TG
Parent=ENST00000220659.11	gene_name=BRF2
Parent=ENST00000220669.10	gene_name=ZFAND1
Parent=ENST00000220676.2	gene_name=RP1
Parent=ENST00000220751.5	gene_name=RIPK2
Parent=ENST00000220763.10	gene_name=CPQ
Parent=ENST00000220764.7	gene_name=DECR1
Parent=ENST00000220772.8	gene_name=SFRP1
Parent=ENST00000220809.9	gene_name=PLAT
Parent=ENST00000220812.3	gene_name=DKK4
Parent=ENST00000220822.12	gene_name=GDAP1
Parent=ENST00000220847.8	gene_name=PHF20L1
Parent=ENST00000220849.10	gene_name=EIF3E
Parent=ENST00000220853.8	gene_name=EMC2
Parent=ENST00000220856.6	gene_name=CCN4
Parent=ENST00000220876.12	gene_name=STMN2
Parent=ENST00000220888.9	gene_name=TRPS1
Parent=ENST00000220913.10	gene_name=CHRAC1
Parent=ENST00000220931.11	gene_name=NCALD
Parent=ENST00000220940.2	gene_name=GML
Parent=ENST00000220959.8	gene_name=UBR5
Parent=ENST00000220966.10	gene_name=PYCR3
Parent=ENST00000221086.8	gene_name=MTMR9
Parent=ENST00000221114.8	gene_name=DCTN6
Parent=ENST00000221130.11	gene_name=GSR
Parent=ENST00000221132.8	gene_name=TNFRSF10A
Parent=ENST00000221138.9	gene_name=PPP2CB
Parent=ENST00000221166.10	gene_name=NEFM
Parent=ENST00000221200.9	gene_name=KCTD9
Parent=ENST00000221222.15	gene_name=HOMER3
Parent=ENST00000221232.11	gene_name=CNOT3
Parent=ENST00000221233.9	gene_name=EXOSC5
Parent=ENST00000221249.10	gene_name=PNPLA6
Parent=ENST00000221264.8	gene_name=PLAUR
Parent=ENST00000221265.8	gene_name=PAF1
Parent=ENST00000221283.10	gene_name=STXBP2
Parent=ENST00000221307.13	gene_name=CYP4F3
Parent=ENST00000221315.10	gene_name=ZNF432
Parent=ENST00000221327.8	gene_name=ZNF180
Parent=ENST00000221355.10	gene_name=ZNF780B
Parent=ENST00000221363.8	gene_name=MAN2B1
Parent=ENST00000221399.8	gene_name=TULP2
Parent=ENST00000221403.7	gene_name=DHDH
Parent=ENST00000221418.9	gene_name=ECH1
Parent=ENST00000221419.10	gene_name=HNRNPL
Parent=ENST00000221431.11	gene_name=SARS2
Parent=ENST00000221444.2	gene_name=KCNA7
Parent=ENST00000221448.9	gene_name=SNRNP70
Parent=ENST00000221452.13	gene_name=RELB
Parent=ENST00000221455.8	gene_name=CLASRP
Parent=ENST00000221459.7	gene_name=LIN7B
Parent=ENST00000221462.9	gene_name=PPP1R37
Parent=ENST00000221466.10	gene_name=FCGRT
Parent=ENST00000221476.4	gene_name=CKM
Parent=ENST00000221480.6	gene_name=PEX11G
Parent=ENST00000221485.8	gene_name=SLC17A7
Parent=ENST00000221486.6	gene_name=RNASEH2A
Parent=ENST00000221494.10	gene_name=SF3A2
Parent=ENST00000221496.5	gene_name=AMH
Parent=ENST00000221498.7	gene_name=DKKL1
Parent=ENST00000221504.12	gene_name=TRMT1
Parent=ENST00000221515.6	gene_name=RETN
Parent=ENST00000221538.8	gene_name=RSPH6A
Parent=ENST00000221543.10	gene_name=TBC1D17
Parent=ENST00000221554.13	gene_name=YJU2B
Parent=ENST00000221561.12	gene_name=TLE5
Parent=ENST00000221566.7	gene_name=SGTA
Parent=ENST00000221573.11	gene_name=SNAPC2
Parent=ENST00000221665.5	gene_name=FIZ1
Parent=ENST00000221671.8	gene_name=C19orf44
Parent=ENST00000221700.11	gene_name=CYP4F2
Parent=ENST00000221730.8	gene_name=EPHX3
Parent=ENST00000221735.12	gene_name=ZNF419
Parent=ENST00000221742.7	gene_name=SLC1A6
Parent=ENST00000221770.7	gene_name=POP4
Parent=ENST00000221797.5	gene_name=LGALS13
Parent=ENST00000221801.8	gene_name=FBL
Parent=ENST00000221804.5	gene_name=CLC
Parent=ENST00000221847.6	gene_name=EBI3
Parent=ENST00000221855.8	gene_name=TBCB
Parent=ENST00000221856.11	gene_name=FSD1
Parent=ENST00000221859.9	gene_name=POLR2I
Parent=ENST00000221891.9	gene_name=APLP1
Parent=ENST00000221899.7	gene_name=CACTIN
Parent=ENST00000221922.11	gene_name=CCDC9
Parent=ENST00000221930.6	gene_name=TGFB1
Parent=ENST00000221943.14	gene_name=DMAC2
Parent=ENST00000221954.7	gene_name=CEACAM4
Parent=ENST00000221957.9	gene_name=PLIN3
Parent=ENST00000221972.8	gene_name=CD79A
Parent=ENST00000221973.7	gene_name=LIM2
Parent=ENST00000221975.6	gene_name=RPS19
Parent=ENST00000221978.10	gene_name=NKG7
Parent=ENST00000221980.5	gene_name=ICAM5
Parent=ENST00000221992.11	gene_name=CEACAM5
Parent=ENST00000221996.12	gene_name=CRX
Parent=ENST00000222002.4	gene_name=SULT2A1
Parent=ENST00000222005.7	gene_name=CDC37
Parent=ENST00000222008.11	gene_name=RABAC1
Parent=ENST00000222032.10	gene_name=CNFN
Parent=ENST00000222033.6	gene_name=ZNRF4
Parent=ENST00000222115.5	gene_name=HAS1
Parent=ENST00000222120.8	gene_name=RAB3D
Parent=ENST00000222122.10	gene_name=DBP
Parent=ENST00000222139.11	gene_name=EPOR
Parent=ENST00000222145.9	gene_name=RASIP1
Parent=ENST00000222157.5	gene_name=FGF21
Parent=ENST00000222190.9	gene_name=WDR83OS
Parent=ENST00000222212.6	gene_name=CACNG7
Parent=ENST00000222214.10	gene_name=GCDH
Parent=ENST00000222219.8	gene_name=DNASE2
Parent=ENST00000222224.4	gene_name=LENG1
Parent=ENST00000222247.10	gene_name=RPL18A
Parent=ENST00000222248.4	gene_name=SLC5A5
Parent=ENST00000222249.13	gene_name=KCNN1
Parent=ENST00000222250.5	gene_name=ARRDC2
Parent=ENST00000222254.13	gene_name=PIK3R2
Parent=ENST00000222256.9	gene_name=RAB3A
Parent=ENST00000222266.2	gene_name=PSENEN
Parent=ENST00000222271.7	gene_name=COMP
Parent=ENST00000222275.2	gene_name=UPK1A
Parent=ENST00000222284.10	gene_name=TMEM147
Parent=ENST00000222286.9	gene_name=GAPDHS
Parent=ENST00000222304.5	gene_name=HAMP
Parent=ENST00000222305.8	gene_name=USF2
Parent=ENST00000222307.9	gene_name=KXD1
Parent=ENST00000222308.8	gene_name=FKBP8
Parent=ENST00000222329.9	gene_name=ERF
Parent=ENST00000222330.8	gene_name=GSK3A
Parent=ENST00000222339.7	gene_name=ZNF574
Parent=ENST00000222345.11	gene_name=SIPA1L3
Parent=ENST00000222374.3	gene_name=CADM4
Parent=ENST00000222381.8	gene_name=PON1
Parent=ENST00000222382.5	gene_name=CYP3A43
Parent=ENST00000222388.6	gene_name=ABCF2-H2BE1
Parent=ENST00000222390.11	gene_name=HGF
Parent=ENST00000222399.11	gene_name=LAMB1
Parent=ENST00000222402.8	gene_name=UBE2D4
Parent=ENST00000222462.3	gene_name=WNT16
Parent=ENST00000222481.9	gene_name=CPA2
Parent=ENST00000222482.10	gene_name=CPA4
Parent=ENST00000222511.11	gene_name=GTPBP10
Parent=ENST00000222543.11	gene_name=TFPI2
Parent=ENST00000222547.8	gene_name=BET1
Parent=ENST00000222553.8	gene_name=NAMPT
Parent=ENST00000222567.6	gene_name=POLR1F
Parent=ENST00000222572.8	gene_name=PON2
Parent=ENST00000222573.5	gene_name=ITGB8
Parent=ENST00000222574.9	gene_name=HBP1
Parent=ENST00000222584.8	gene_name=SP4
Parent=ENST00000222597.6	gene_name=CBLL1
Parent=ENST00000222644.10	gene_name=PALS2
Parent=ENST00000222673.6	gene_name=OGDH
Parent=ENST00000222674.2	gene_name=NPVF
Parent=ENST00000222690.10	gene_name=H2AZ2
Parent=ENST00000222693.5	gene_name=CAV2
Parent=ENST00000222718.7	gene_name=HOXA2
Parent=ENST00000222725.10	gene_name=LFNG
Parent=ENST00000222726.4	gene_name=HOXA5
Parent=ENST00000222728.3	gene_name=HOXA6
Parent=ENST00000222747.8	gene_name=TSPAN12
Parent=ENST00000222761.7	gene_name=EVX1
Parent=ENST00000222792.11	gene_name=CHN2
Parent=ENST00000222800.8	gene_name=ABHD11
Parent=ENST00000222803.10	gene_name=FKBP14
Parent=ENST00000222812.8	gene_name=STX1A
Parent=ENST00000222823.9	gene_name=NOD1
Parent=ENST00000222902.7	gene_name=CCL24
Parent=ENST00000222969.10	gene_name=BUD31
Parent=ENST00000222982.8	gene_name=CYP3A5
Parent=ENST00000222990.8	gene_name=SNX8
Parent=ENST00000223023.5	gene_name=WASL
Parent=ENST00000223026.9	gene_name=HYAL4
Parent=ENST00000223028.11	gene_name=SPAM1
Parent=ENST00000223029.8	gene_name=AIMP2
Parent=ENST00000223051.8	gene_name=TFR2
Parent=ENST00000223054.8	gene_name=MOSPD3
Parent=ENST00000223061.6	gene_name=PCOLCE
Parent=ENST00000223073.6	gene_name=RBM28
Parent=ENST00000223095.5	gene_name=SERPINE1
Parent=ENST00000223114.9	gene_name=MOGAT3
Parent=ENST00000223122.4	gene_name=C1GALT1
Parent=ENST00000223127.8	gene_name=PLOD3
Parent=ENST00000223129.8	gene_name=RPA3
Parent=ENST00000223136.5	gene_name=FIS1
Parent=ENST00000223145.10	gene_name=GLCCI1
Parent=ENST00000223167.5	gene_name=MYL10
Parent=ENST00000223190.8	gene_name=NRF1
Parent=ENST00000223208.10	gene_name=CEP41
Parent=ENST00000223210.5	gene_name=ZNF862
Parent=ENST00000223215.10	gene_name=MEST
Parent=ENST00000223271.8	gene_name=RARRES2
Parent=ENST00000223273.7	gene_name=YAE1
Parent=ENST00000223293.10	gene_name=GIMAP2
Parent=ENST00000223321.9	gene_name=PSMA2
Parent=ENST00000223324.3	gene_name=MRPL32
Parent=ENST00000223336.11	gene_name=COA1
Parent=ENST00000223357.8	gene_name=AEBP1
Parent=ENST00000223361.7	gene_name=POLD2
Parent=ENST00000223364.7	gene_name=MYL7
Parent=ENST00000223368.7	gene_name=BCL7B
Parent=ENST00000223369.3	gene_name=YKT6
Parent=ENST00000223398.11	gene_name=CLIP2
Parent=ENST00000223423.8	gene_name=PTGS1
Parent=ENST00000223428.9	gene_name=ZNF510
Parent=ENST00000223459.11	gene_name=ZNF688
Parent=ENST00000223500.9	gene_name=CHMP5
Parent=ENST00000223528.6	gene_name=FKTN
Parent=ENST00000223641.5	gene_name=SEC61B
Parent=ENST00000223642.3	gene_name=C5
Parent=ENST00000223791.7	gene_name=AKNA
Parent=ENST00000223795.3	gene_name=TNFSF8
Parent=ENST00000223836.10	gene_name=AK1
Parent=ENST00000223862.2	gene_name=RLN1
Parent=ENST00000223864.7	gene_name=PLGRKT
Parent=ENST00000223865.8	gene_name=TBC1D13
Parent=ENST00000223951.10	gene_name=ELAVL2
Parent=ENST00000224073.6	gene_name=EDF1
Parent=ENST00000224140.6	gene_name=SETX
Parent=ENST00000224237.9	gene_name=VIM
Parent=ENST00000224337.10	gene_name=BLNK
Parent=ENST00000224356.5	gene_name=CYP26A1
Parent=ENST00000224652.12	gene_name=ATE1
Parent=ENST00000224721.12	gene_name=CDH23
Parent=ENST00000224756.12	gene_name=CCSER2
Parent=ENST00000224784.10	gene_name=ACTA2
Parent=ENST00000224949.9	gene_name=PITRM1
Parent=ENST00000224950.8	gene_name=STN1
Parent=ENST00000225171.7	gene_name=DNAJC12
Parent=ENST00000225174.8	gene_name=PPIF
Parent=ENST00000225235.5	gene_name=TBC1D12
Parent=ENST00000225275.4	gene_name=MPO
Parent=ENST00000225276.10	gene_name=ST6GALNAC2
Parent=ENST00000225296.8	gene_name=DHX33
Parent=ENST00000225298.12	gene_name=UTP18
Parent=ENST00000225308.12	gene_name=SLC25A39
Parent=ENST00000225328.10	gene_name=P2RX5
Parent=ENST00000225371.6	gene_name=EPX
Parent=ENST00000225387.8	gene_name=CRYBA1
Parent=ENST00000225388.9	gene_name=NUFIP2
Parent=ENST00000225394.8	gene_name=GIT1
Parent=ENST00000225430.9	gene_name=RPL19
Parent=ENST00000225441.11	gene_name=RUNDC3A
Parent=ENST00000225474.6	gene_name=CSF3
Parent=ENST00000225504.8	gene_name=SUPT4H1
Parent=ENST00000225512.6	gene_name=WNT3
Parent=ENST00000225519.5	gene_name=SHPK
Parent=ENST00000225525.4	gene_name=TAX1BP3
Parent=ENST00000225538.4	gene_name=P2RX1
Parent=ENST00000225550.4	gene_name=KRT37
Parent=ENST00000225567.9	gene_name=GOSR2
Parent=ENST00000225573.5	gene_name=PNPO
Parent=ENST00000225576.7	gene_name=TVP23C
Parent=ENST00000225577.9	gene_name=RPS6KB1
Parent=ENST00000225603.9	gene_name=CBX1
Parent=ENST00000225609.10	gene_name=PIGL
Parent=ENST00000225614.6	gene_name=GALK1
Parent=ENST00000225648.4	gene_name=HOXB6
Parent=ENST00000225655.6	gene_name=PFN1
Parent=ENST00000225665.12	gene_name=SLC25A11
Parent=ENST00000225688.4	gene_name=RASD1
Parent=ENST00000225698.8	gene_name=C1QBP
Parent=ENST00000225719.9	gene_name=CPD
Parent=ENST00000225724.9	gene_name=GOSR1
Parent=ENST00000225726.10	gene_name=CCDC47
Parent=ENST00000225728.8	gene_name=MED31
Parent=ENST00000225729.8	gene_name=DRG2
Parent=ENST00000225737.11	gene_name=AKAP10
Parent=ENST00000225740.11	gene_name=ALDH3A1
Parent=ENST00000225742.13	gene_name=SMARCD2
Parent=ENST00000225777.8	gene_name=SYNGR2
Parent=ENST00000225792.10	gene_name=DDX5
Parent=ENST00000225805.8	gene_name=C17orf75
Parent=ENST00000225823.7	gene_name=ASIC2
Parent=ENST00000225831.4	gene_name=CCL2
Parent=ENST00000225842.4	gene_name=CCL1
Parent=ENST00000225844.7	gene_name=CCL13
Parent=ENST00000225873.9	gene_name=PEX12
Parent=ENST00000225899.4	gene_name=KRT32
Parent=ENST00000225916.10	gene_name=KAT2A
Parent=ENST00000225927.7	gene_name=NAGLU
Parent=ENST00000225929.5	gene_name=HSD17B1
Parent=ENST00000225941.6	gene_name=ABI3
Parent=ENST00000225964.10	gene_name=COL1A1
Parent=ENST00000225969.9	gene_name=MRPL27
Parent=ENST00000225972.8	gene_name=LRRC59
Parent=ENST00000225983.10	gene_name=HDAC5
Parent=ENST00000225992.8	gene_name=PPY
Parent=ENST00000226004.8	gene_name=DUSP3
Parent=ENST00000226021.5	gene_name=CACNG1
Parent=ENST00000226067.10	gene_name=HLF
Parent=ENST00000226091.3	gene_name=EFNB3
Parent=ENST00000226105.11	gene_name=RANGRF
Parent=ENST00000226193.6	gene_name=RCVRN
Parent=ENST00000226207.6	gene_name=MYH1
Parent=ENST00000226218.9	gene_name=VTN
Parent=ENST00000226225.7	gene_name=TNFAIP1
Parent=ENST00000226230.8	gene_name=TMEM97
Parent=ENST00000226247.2	gene_name=FOXN1
Parent=ENST00000226253.9	gene_name=ALDOC
Parent=ENST00000226279.8	gene_name=CD38
Parent=ENST00000226284.7	gene_name=IBSP
Parent=ENST00000226299.9	gene_name=LAP3
Parent=ENST00000226317.10	gene_name=CXCL6
Parent=ENST00000226319.11	gene_name=JADE1
Parent=ENST00000226328.8	gene_name=RUFY3
Parent=ENST00000226355.5	gene_name=AFM
Parent=ENST00000226359.2	gene_name=AFP
Parent=ENST00000226382.4	gene_name=PHOX2B
Parent=ENST00000226413.5	gene_name=GNRHR
Parent=ENST00000226432.9	gene_name=CWH43
Parent=ENST00000226444.4	gene_name=SULT1E1
Parent=ENST00000226460.5	gene_name=SMR3A
Parent=ENST00000226522.8	gene_name=LAMTOR3
Parent=ENST00000226524.4	gene_name=PF4V1
Parent=ENST00000226574.9	gene_name=NFKB1
Parent=ENST00000226725.11	gene_name=KLHL2
Parent=ENST00000226730.5	gene_name=IL2
Parent=ENST00000226760.5	gene_name=WFS1
Parent=ENST00000226796.7	gene_name=GAR1
Parent=ENST00000226798.9	gene_name=FRG1
Parent=ENST00000226951.11	gene_name=CLNK
Parent=ENST00000227065.8	gene_name=FAM149A
Parent=ENST00000227135.7	gene_name=SPA17
Parent=ENST00000227155.9	gene_name=CD82
Parent=ENST00000227157.8	gene_name=LDHA
Parent=ENST00000227163.8	gene_name=SPI1
Parent=ENST00000227214.10	gene_name=PLEKHB1
Parent=ENST00000227251.7	gene_name=CRYAB
Parent=ENST00000227266.10	gene_name=CTSC
Parent=ENST00000227322.8	gene_name=ZPR1
Parent=ENST00000227348.9	gene_name=CRTAM
Parent=ENST00000227349.7	gene_name=JHY
